JobTicketReference,JobTicketLineReference,WorksOrderReference,AppointmentReference,PropertiesSK,EmployeesSK,PatchCode,JobSORCode,NoAccess,FollowOn,FollowOnDescription,FirstTimeFix,SecondTimeFix,AccessedVisitNumber,ActualStartDate,ActualEndDate,ActualDurationMins,JobInvoicedCost,VisitOutcome
JT11001673,JT11001673-1,WO701470,AP9001673,5059,1002,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-23T07:54:00,2026-04-23T09:14:00,80,117.63,Completed
JT11001674,JT11001674-1,WO701471,AP9001674,5040,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-21T08:18:00,2026-04-21T10:00:00,102,229.94,Completed
JT11001675,JT11001675-1,WO701472,AP9001675,5050,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-04-21T08:16:00,2026-04-21T09:24:00,68,251.43,Completed
JT11001676,JT11001676-1,WO701473,AP9001676,5023,1004,CSP1,PCPLUMB,Y,N,,N,N,1,2026-04-21T12:16:00,2026-04-21T13:27:00,71,121.15,No Access
JT11001677,JT11001677-1,WO701473,AP9001677,5023,1004,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-23T12:17:00,2026-04-23T13:41:00,84,121.15,Completed
JT11001678,JT11001678-1,WO701474,AP9001678,5027,1001,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-21T08:18:00,2026-04-21T09:03:00,45,337.34,Completed
JT11001679,JT11001679-1,WO701475,AP9001679,5120,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T12:08:00,2026-04-21T13:14:00,66,204.55,Completed
JT11001680,JT11001680-1,WO701477,AP9001680,5119,1009,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-21T12:05:00,2026-04-21T13:37:00,92,196.21,Completed
JT11001681,JT11001681-1,WO701478,AP9001681,5145,1007,CSP2,PCTILE,N,N,,Y,N,1,2026-04-21T08:06:00,2026-04-21T10:01:00,115,153.72,Completed
JT11001682,JT11001682-1,WO701479,AP9001682,5169,1006,CSP2,PCELEC,Y,N,,N,N,1,2026-04-21T12:13:00,2026-04-21T13:49:00,96,130.12,No Access
JT11001683,JT11001683-1,WO701479,AP9001683,5169,1006,CSP2,PCELEC,N,N,,Y,Y,2,2026-04-23T08:04:00,2026-04-23T08:55:00,51,130.12,Completed
JT11001684,JT11001684-1,WO701480,AP9001684,5133,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T07:51:00,2026-04-21T09:03:00,72,185.87,Completed
JT11001685,JT11001685-1,WO701481,AP9001685,5174,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-04-21T12:06:00,2026-04-21T14:03:00,117,171.79,Completed
JT11001686,JT11001686-1,WO701482,AP9001686,5152,1007,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-21T12:16:00,2026-04-21T13:27:00,71,413.21,Completed
JT11001687,JT11001687-1,WO701483,AP9001687,5191,1008,CSP2,PCELEC,N,N,,Y,N,1,2026-04-21T08:06:00,2026-04-21T09:05:00,59,257.14,Completed
JT11001688,JT11001688-1,WO701484,AP9001688,5142,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-21T08:11:00,2026-04-21T09:31:00,80,148.98,Completed
JT11001689,JT11001689-1,WO701485,AP9001689,5126,1006,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T07:57:00,2026-04-21T08:40:00,43,227.02,Completed
JT11001690,JT11001690-1,WO701486,AP9001690,5162,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-21T08:17:00,2026-04-21T09:11:00,54,368.32,Completed
JT11001691,JT11001691-1,WO701487,AP9001691,5134,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-21T08:18:00,2026-04-21T09:37:00,79,243.64,Completed
JT11001692,JT11001692-1,WO701488,AP9001692,5124,1009,CSP2,PCBRICK,N,Y,Works not required,N,N,1,2026-04-21T08:15:00,2026-04-21T09:19:00,64,163.51,Completed
JT11001693,JT11001693-1,WO701488,AP9001693,5124,1009,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-23T08:06:00,2026-04-23T09:25:00,79,163.51,Completed
JT11001694,JT11001694-1,WO701489,AP9001694,5198,1009,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-21T08:19:00,2026-04-21T08:48:00,29,261.18,Completed
JT11001695,JT11001695-1,WO701490,AP9001695,5130,1006,CSP2,PCELEC,N,N,,Y,N,1,2026-04-21T07:51:00,2026-04-21T08:53:00,62,290.84,Completed
JT11001696,JT11001696-1,WO701491,AP9001696,5171,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-04-21T08:07:00,2026-04-21T09:25:00,78,226.30,Completed
JT11001697,JT11001697-1,WO701492,AP9001697,5125,1007,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T07:58:00,2026-04-21T09:37:00,99,256.41,Completed
JT11001698,JT11001698-1,WO701493,AP9001698,5200,1009,CSP2,PCPLAST,N,Y,Tenant requesting extra work,N,N,1,2026-04-21T07:59:00,2026-04-21T08:57:00,58,83.76,Completed
JT11001699,JT11001699-1,WO701493,AP9001699,5200,1009,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-23T12:19:00,2026-04-23T14:11:00,112,83.76,Completed
JT11001700,JT11001700-1,WO701494,AP9001700,5168,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T12:04:00,2026-04-21T13:30:00,86,146.58,Completed
JT11001701,JT11001701-1,WO701495,AP9001701,5197,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-21T08:15:00,2026-04-21T09:27:00,72,177.39,Completed
JT11001702,JT11001702-1,WO701496,AP9001702,5152,1008,CSP2,PCBRICK,N,Y,Scaffolding required,N,N,1,2026-04-21T12:12:00,2026-04-21T13:09:00,57,139.97,Completed
JT11001703,JT11001703-1,WO701496,AP9001703,5152,1008,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-23T08:15:00,2026-04-23T09:11:00,56,139.97,Completed
JT11001704,JT11001704-1,WO701497,AP9001704,5239,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-21T08:18:00,2026-04-21T09:34:00,76,330.60,Completed
JT11001705,JT11001705-1,WO701498,AP9001705,5209,1011,CSP4,PCPLUMB,Y,N,,N,N,1,2026-04-21T12:00:00,2026-04-21T13:11:00,71,87.00,No Access
JT11001706,JT11001706-1,WO701498,AP9001706,5209,1011,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-04-23T12:04:00,2026-04-23T13:25:00,81,87.00,Completed
JT11001707,JT11001707-1,WO701499,AP9001707,5232,1011,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-21T11:54:00,2026-04-21T12:50:00,56,203.73,Completed
JT11001708,JT11001708-1,WO701500,AP9001708,5229,1012,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-21T07:58:00,2026-04-21T08:49:00,51,308.67,Completed
JT11001709,JT11001709-1,WO701501,AP9001709,5287,1013,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-21T11:51:00,2026-04-21T12:39:00,48,310.93,Completed
JT11001710,JT11001710-1,WO701502,AP9001710,5277,1011,CSP4,PCELEC,N,Y,Customer not ready,N,N,1,2026-04-21T07:59:00,2026-04-21T10:19:00,140,243.54,Completed
JT11001711,JT11001711-1,WO701503,AP9001711,5297,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-21T08:10:00,2026-04-21T09:35:00,85,351.92,Completed
JT11001712,JT11001712-1,WO701504,AP9001712,5260,1012,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-21T08:15:00,2026-04-21T09:24:00,69,185.76,Completed
JT11001713,JT11001713-1,WO701505,AP9001713,5267,1011,CSP4,PCCARP,N,N,,Y,N,1,2026-04-21T08:02:00,2026-04-21T08:50:00,48,161.95,Completed
JT11001714,JT11001714-1,WO701506,AP9001714,5264,1014,CSP4,PCVINYL,N,Y,Customer not ready,N,N,1,2026-04-21T08:09:00,2026-04-21T09:17:00,68,166.22,Completed
JT11001715,JT11001715-1,WO701507,AP9001715,5282,1011,CSP4,PCGROUND,N,Y,Customer not ready,N,N,1,2026-04-21T08:10:00,2026-04-21T08:38:00,28,406.74,Completed
JT11001716,JT11001716-1,WO701508,AP9001716,5263,1011,CSP4,PCTILE,N,N,,Y,N,1,2026-04-21T07:57:00,2026-04-21T09:31:00,94,148.36,Completed
JT11001717,JT11001717-1,WO701509,AP9001717,5291,1013,CSP4,PCELEC,N,Y,Customer not ready,N,N,1,2026-04-21T07:58:00,2026-04-21T08:54:00,56,201.25,Completed
JT11001718,JT11001718-1,WO701510,AP9001718,5206,1014,CSP4,PCCARP,N,Y,Customer not ready,N,N,1,2026-04-21T08:15:00,2026-04-21T09:53:00,98,172.59,Completed
JT11001719,JT11001719-1,WO701511,AP9001719,5247,1012,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-21T12:13:00,2026-04-21T14:06:00,113,277.13,Completed
JT11001720,JT11001720-1,WO701512,AP9001720,5274,1011,CSP4,PCGROUND,Y,N,,N,N,1,2026-04-21T11:56:00,2026-04-21T12:22:00,26,165.79,No Access
JT11001721,JT11001721-1,WO701512,AP9001721,5274,1011,CSP4,PCGROUND,N,N,,Y,Y,2,2026-04-23T08:09:00,2026-04-23T09:16:00,67,165.79,Completed
JT11001722,JT11001722-1,WO701514,AP9001722,5259,1012,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-21T08:01:00,2026-04-21T09:31:00,90,312.80,Completed
JT11001723,JT11001723-1,WO701515,AP9001723,5207,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-21T12:04:00,2026-04-21T13:15:00,71,250.38,Completed
JT11001724,JT11001724-1,WO701516,AP9001724,5271,1012,CSP4,PCFENCE,N,Y,Inspection required,N,N,1,2026-04-21T08:04:00,2026-04-21T09:04:00,60,98.87,Completed
JT11001725,JT11001725-1,WO701516,AP9001725,5271,1012,CSP4,PCFENCE,N,Y,Customer not ready,N,Y,2,2026-04-23T08:06:00,2026-04-23T08:55:00,49,98.87,Completed
JT11001726,JT11001726-1,WO701517,AP9001726,5279,1011,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-21T08:08:00,2026-04-21T09:42:00,94,467.63,Completed
JT11001727,JT11001727-1,WO701518,AP9001727,5212,1013,CSP4,PCVINYL,Y,N,,N,N,1,2026-04-21T08:01:00,2026-04-21T09:48:00,107,96.70,No Access
JT11001728,JT11001728-1,WO701518,AP9001728,5212,1013,CSP4,PCVINYL,N,Y,Customer not ready,N,Y,2,2026-04-23T07:55:00,2026-04-23T08:52:00,57,96.70,Completed
JT11001729,JT11001729-1,WO701519,AP9001729,5063,1002,CSP1,PCFENCE,N,Y,Planned referral required,N,N,1,2026-04-22T07:55:00,2026-04-22T09:51:00,116,76.26,Completed
JT11001730,JT11001730-1,WO701519,AP9001730,5063,1002,CSP1,PCFENCE,N,N,,Y,Y,2,2026-04-24T08:01:00,2026-04-24T09:42:00,101,76.26,Completed
JT11001731,JT11001731-1,WO701520,AP9001731,5015,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-04-22T08:13:00,2026-04-22T09:27:00,74,141.18,Completed
JT11001732,JT11001732-1,WO701521,AP9001732,5023,1004,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-22T08:20:00,2026-04-22T09:53:00,93,248.80,Completed
JT11001733,JT11001733-1,WO701522,AP9001733,5052,1002,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-22T11:59:00,2026-04-22T13:27:00,88,398.46,Completed
JT11001734,JT11001734-1,WO701524,AP9001734,5071,1004,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-22T08:13:00,2026-04-22T08:41:00,28,254.77,Completed
JT11001735,JT11001735-1,WO701525,AP9001735,5029,1003,CSP1,PCELEC,N,N,,Y,N,1,2026-04-22T07:59:00,2026-04-22T08:40:00,41,375.78,Completed
JT11001736,JT11001736-1,WO701526,AP9001736,5062,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-04-22T11:52:00,2026-04-22T12:21:00,29,288.07,Completed
JT11001737,JT11001737-1,WO701527,AP9001737,5052,1003,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-22T08:20:00,2026-04-22T09:42:00,82,190.75,Completed
JT11001738,JT11001738-1,WO701528,AP9001738,5031,1001,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-22T12:08:00,2026-04-22T13:35:00,87,354.75,Completed
JT11001739,JT11001739-1,WO701529,AP9001739,5032,1003,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-22T07:57:00,2026-04-22T09:16:00,79,321.74,Completed
JT11001740,JT11001740-1,WO701530,AP9001740,5078,1004,CSP1,PCTILE,N,N,,Y,N,1,2026-04-22T12:12:00,2026-04-22T13:06:00,54,152.14,Completed
JT11001741,JT11001741-1,WO701531,AP9001741,5035,1003,CSP1,PCPLUMB,N,Y,Weather condition,N,N,1,2026-04-22T07:56:00,2026-04-22T08:43:00,47,140.86,Completed
JT11001742,JT11001742-1,WO701531,AP9001742,5035,1003,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-24T08:13:00,2026-04-24T09:30:00,77,140.86,Completed
JT11001743,JT11001743-1,WO701533,AP9001743,5046,1002,CSP1,PCCARP,N,Y,Planned referral required,N,N,1,2026-04-22T08:02:00,2026-04-22T08:33:00,31,81.51,Completed
JT11001744,JT11001744-1,WO701533,AP9001744,5046,1002,CSP1,PCCARP,N,N,,Y,Y,2,2026-04-24T08:14:00,2026-04-24T08:34:00,20,81.51,Completed
JT11001745,JT11001745-1,WO701534,AP9001745,5063,1002,CSP1,PCVINYL,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-22T12:20:00,2026-04-22T13:01:00,41,131.21,Completed
JT11001746,JT11001746-1,WO701534,AP9001746,5063,1002,CSP1,PCVINYL,N,N,,Y,Y,2,2026-04-24T08:08:00,2026-04-24T10:10:00,122,131.21,Completed
JT11001747,JT11001747-1,WO701535,AP9001747,5087,1004,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-22T08:16:00,2026-04-22T09:43:00,87,309.35,Completed
JT11001748,JT11001748-1,WO701536,AP9001748,5088,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-22T12:04:00,2026-04-22T13:48:00,104,233.86,Completed
JT11001749,JT11001749-1,WO701537,AP9001749,5010,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-04-22T12:03:00,2026-04-22T13:08:00,65,223.95,Completed
JT11001750,JT11001750-1,WO701538,AP9001750,5023,1003,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-22T08:02:00,2026-04-22T09:20:00,78,213.94,Completed
JT11001751,JT11001751-1,WO701539,AP9001751,5090,1003,CSP1,PCVINYL,N,Y,Asbestos found,N,N,1,2026-04-22T08:15:00,2026-04-22T10:02:00,107,123.88,Completed
JT11001752,JT11001752-1,WO701539,AP9001752,5090,1003,CSP1,PCVINYL,N,N,,Y,Y,2,2026-04-24T07:54:00,2026-04-24T09:45:00,111,123.88,Completed
JT11001753,JT11001753-1,WO701540,AP9001753,5046,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-22T12:09:00,2026-04-22T13:17:00,68,215.10,Completed
JT11001754,JT11001754-1,WO701543,AP9001754,5150,1007,CSP2,PCBRICK,N,Y,Re-directed work,N,N,1,2026-04-22T08:04:00,2026-04-22T09:15:00,71,167.73,Completed
JT11001755,JT11001755-1,WO701543,AP9001755,5150,1007,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-24T07:57:00,2026-04-24T09:34:00,97,167.73,Completed
JT11001756,JT11001756-1,WO701544,AP9001756,5182,1006,CSP2,PCELEC,N,N,,Y,N,1,2026-04-22T08:05:00,2026-04-22T09:01:00,56,300.61,Completed
JT11001757,JT11001757-1,WO701545,AP9001757,5148,1006,CSP2,PCPLAST,Y,N,,N,N,1,2026-04-22T11:54:00,2026-04-22T12:55:00,61,98.48,No Access
JT11001758,JT11001758-1,WO701545,AP9001758,5148,1006,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-24T11:53:00,2026-04-24T12:52:00,59,98.48,Completed
JT11001759,JT11001759-1,WO701546,AP9001759,5180,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-22T07:55:00,2026-04-22T09:20:00,85,205.05,Completed
JT11001760,JT11001760-1,WO701547,AP9001760,5145,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-22T12:17:00,2026-04-22T14:14:00,117,200.72,Completed
JT11001761,JT11001761-1,WO701548,AP9001761,5144,1008,CSP2,PCELEC,Y,N,,N,N,1,2026-04-22T12:18:00,2026-04-22T13:15:00,57,150.19,No Access
JT11001762,JT11001762-1,WO701549,AP9001762,5109,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-22T08:07:00,2026-04-22T10:09:00,122,327.50,Completed
JT11001763,JT11001763-1,WO701550,AP9001763,5162,1009,CSP2,PCCARP,N,N,,Y,N,1,2026-04-22T08:02:00,2026-04-22T09:23:00,81,215.83,Completed
JT11001764,JT11001764-1,WO701551,AP9001764,5169,1008,CSP2,PCGROUND,Y,N,,N,N,1,2026-04-22T08:18:00,2026-04-22T10:04:00,106,224.50,No Access
JT11001766,JT11001766-1,WO701552,AP9001766,5138,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-22T07:55:00,2026-04-22T08:48:00,53,222.77,Completed
JT11001767,JT11001767-1,WO701553,AP9001767,5179,1009,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-22T12:17:00,2026-04-22T14:05:00,108,159.17,Completed
JT11001768,JT11001768-1,WO701554,AP9001768,5106,1006,CSP2,PCTILE,N,N,,Y,N,1,2026-04-22T07:56:00,2026-04-22T08:39:00,43,122.52,Completed
JT11001769,JT11001769-1,WO701555,AP9001769,5141,1008,CSP2,PCPLUMB,N,Y,Weather condition,N,N,1,2026-04-22T07:55:00,2026-04-22T09:17:00,82,133.31,Completed
JT11001770,JT11001770-1,WO701555,AP9001770,5141,1008,CSP2,PCPLUMB,N,N,,Y,Y,2,2026-04-24T08:13:00,2026-04-24T09:06:00,53,133.31,Completed
JT11001771,JT11001771-1,WO701557,AP9001771,5128,1008,CSP2,PCCARP,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-22T12:19:00,2026-04-22T13:32:00,73,83.87,Completed
JT11001772,JT11001772-1,WO701557,AP9001772,5128,1008,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-24T11:54:00,2026-04-24T13:40:00,106,83.87,Completed
JT11001773,JT11001773-1,WO701558,AP9001773,5127,1007,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-22T07:50:00,2026-04-22T08:51:00,61,263.89,Completed
JT11001774,JT11001774-1,WO701560,AP9001774,5119,1006,CSP2,PCTILE,N,Y,Previously done,N,N,1,2026-04-22T12:19:00,2026-04-22T14:13:00,114,59.47,Completed
JT11001775,JT11001775-1,WO701560,AP9001775,5119,1006,CSP2,PCTILE,N,N,,Y,Y,2,2026-04-24T12:02:00,2026-04-24T13:12:00,70,59.47,Completed
JT11001776,JT11001776-1,WO701561,AP9001776,5140,1009,CSP2,PCTILE,N,N,,Y,N,1,2026-04-22T12:08:00,2026-04-22T12:44:00,36,162.23,Completed
JT11001777,JT11001777-1,WO701562,AP9001777,5149,1007,CSP2,PCBRICK,Y,N,,N,N,1,2026-04-22T11:52:00,2026-04-22T13:36:00,104,164.17,No Access
JT11001778,JT11001778-1,WO701562,AP9001778,5149,1007,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-24T08:04:00,2026-04-24T09:44:00,100,164.17,Completed
JT11001779,JT11001779-1,WO701563,AP9001779,5206,1014,CSP4,PCELEC,N,Y,Customer not ready,N,N,1,2026-04-22T08:16:00,2026-04-22T09:27:00,71,242.38,Completed
JT11001780,JT11001780-1,WO701564,AP9001780,5263,1011,CSP4,PCCARP,Y,N,,N,N,1,2026-04-22T11:50:00,2026-04-22T13:13:00,83,82.89,No Access
JT11001781,JT11001781-1,WO701564,AP9001781,5263,1011,CSP4,PCCARP,N,Y,Customer not ready,N,Y,2,2026-04-24T08:00:00,2026-04-24T09:09:00,69,82.89,Completed
JT11001782,JT11001782-1,WO701565,AP9001782,5237,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-22T08:06:00,2026-04-22T09:47:00,101,433.45,Completed
JT11001783,JT11001783-1,WO701566,AP9001783,5226,1013,CSP4,PCCARP,N,N,,Y,N,1,2026-04-22T07:51:00,2026-04-22T09:43:00,112,179.00,Completed
JT11001784,JT11001784-1,WO701567,AP9001784,5215,1012,CSP4,PCTILE,N,N,,Y,N,1,2026-04-22T07:59:00,2026-04-22T09:28:00,89,107.97,Completed
JT11001785,JT11001785-1,WO701568,AP9001785,5279,1011,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-22T11:52:00,2026-04-22T13:24:00,92,206.21,Completed
JT11001786,JT11001786-1,WO701569,AP9001786,5225,1014,CSP4,PCTILE,N,Y,Customer not ready,N,N,1,2026-04-22T08:10:00,2026-04-22T09:17:00,67,151.65,Completed
JT11001787,JT11001787-1,WO701570,AP9001787,5223,1011,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-22T12:15:00,2026-04-22T12:59:00,44,298.34,Completed
JT11001788,JT11001788-1,WO701571,AP9001788,5209,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-22T08:06:00,2026-04-22T09:11:00,65,153.59,Completed
JT11001789,JT11001789-1,WO701572,AP9001789,5232,1013,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-22T08:00:00,2026-04-22T09:18:00,78,404.37,Completed
JT11001790,JT11001790-1,WO701574,AP9001790,5214,1011,CSP4,PCTILE,N,N,,Y,N,1,2026-04-22T08:17:00,2026-04-22T08:44:00,27,114.61,Completed
JT11001791,JT11001791-1,WO701575,AP9001791,5229,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-22T08:19:00,2026-04-22T09:37:00,78,196.07,Completed
JT11001792,JT11001792-1,WO701576,AP9001792,5250,1012,CSP4,PCBRICK,N,Y,Inspection required,N,N,1,2026-04-22T08:13:00,2026-04-22T09:18:00,65,123.81,Completed
JT11001793,JT11001793-1,WO701576,AP9001793,5250,1012,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-24T08:02:00,2026-04-24T09:32:00,90,123.81,Completed
JT11001794,JT11001794-1,WO701577,AP9001794,5282,1014,CSP4,PCELEC,N,N,,Y,N,1,2026-04-22T12:10:00,2026-04-22T13:28:00,78,249.96,Completed
JT11001795,JT11001795-1,WO701579,AP9001795,5239,1013,CSP4,PCPLAST,N,Y,Customer not ready,N,N,1,2026-04-22T07:50:00,2026-04-22T08:39:00,49,114.45,Completed
JT11001796,JT11001796-1,WO701580,AP9001796,5281,1013,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-22T07:53:00,2026-04-22T08:18:00,25,293.56,Completed
JT11001797,JT11001797-1,WO701581,AP9001797,5260,1012,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-22T08:02:00,2026-04-22T09:11:00,69,246.26,Completed
JT11001798,JT11001798-1,WO701582,AP9001798,5225,1013,CSP4,PCTILE,N,N,,Y,N,1,2026-04-22T12:13:00,2026-04-22T13:31:00,78,184.31,Completed
JT11001799,JT11001799-1,WO701583,AP9001799,5253,1012,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-22T07:53:00,2026-04-22T09:33:00,100,291.73,Completed
JT11001800,JT11001800-1,WO701584,AP9001800,5300,1012,CSP4,PCVINYL,N,Y,Follow on weather conditions,N,N,1,2026-04-22T08:06:00,2026-04-22T09:18:00,72,91.46,Completed
JT11001801,JT11001801-1,WO701584,AP9001801,5300,1012,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-24T07:54:00,2026-04-24T09:21:00,87,91.46,Completed
JT11001802,JT11001802-1,WO701585,AP9001802,5056,1003,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-23T08:17:00,2026-04-23T09:15:00,58,235.06,Completed
JT11001803,JT11001803-1,WO701586,AP9001803,5096,1002,CSP1,PCPLAST,N,Y,Follow on weather conditions,N,N,1,2026-04-23T08:11:00,2026-04-23T09:49:00,98,112.75,Completed
JT11001804,JT11001804-1,WO701586,AP9001804,5096,1002,CSP1,PCPLAST,N,N,,Y,Y,2,2026-04-27T07:50:00,2026-04-27T09:12:00,82,112.75,Completed
JT11001805,JT11001805-1,WO701587,AP9001805,5095,1001,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-23T07:53:00,2026-04-23T09:08:00,75,179.75,Completed
JT11001806,JT11001806-1,WO701588,AP9001806,5005,1002,CSP1,PCCARP,N,N,,Y,N,1,2026-04-23T07:53:00,2026-04-23T08:48:00,55,148.56,Completed
JT11001807,JT11001807-1,WO701590,AP9001807,5080,1002,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-23T11:55:00,2026-04-23T12:15:00,20,306.56,Completed
JT11001808,JT11001808-1,WO701591,AP9001808,5072,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-23T07:57:00,2026-04-23T09:05:00,68,253.54,Completed
JT11001809,JT11001809-1,WO701592,AP9001809,5072,1003,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-23T12:16:00,2026-04-23T13:55:00,99,261.58,Completed
JT11001810,JT11001810-1,WO701593,AP9001810,5085,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-23T11:55:00,2026-04-23T12:40:00,45,226.53,Completed
JT11001811,JT11001811-1,WO701594,AP9001811,5022,1003,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-23T12:09:00,2026-04-23T12:42:00,33,215.92,Completed
JT11001812,JT11001812-1,WO701596,AP9001812,5018,1004,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-23T11:56:00,2026-04-23T13:26:00,90,315.45,Completed
JT11001813,JT11001813-1,WO701597,AP9001813,5082,1001,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-23T08:15:00,2026-04-23T09:09:00,54,394.32,Completed
JT11001814,JT11001814-1,WO701598,AP9001814,5080,1004,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-23T08:11:00,2026-04-23T09:14:00,63,250.01,Completed
JT11001815,JT11001815-1,WO701599,AP9001815,5004,1002,CSP1,PCELEC,N,N,,Y,N,1,2026-04-23T12:11:00,2026-04-23T12:54:00,43,299.95,Completed
JT11001816,JT11001816-1,WO701600,AP9001816,5056,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-23T08:01:00,2026-04-23T09:00:00,59,285.37,Completed
JT11001817,JT11001817-1,WO701601,AP9001817,5017,1001,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-23T12:12:00,2026-04-23T13:37:00,85,286.27,Completed
JT11001818,JT11001818-1,WO701602,AP9001818,5089,1003,CSP1,PCBRICK,N,Y,Follow on planned inspection/measure,N,N,1,2026-04-23T12:08:00,2026-04-23T13:45:00,97,119.89,Completed
JT11001819,JT11001819-1,WO701602,AP9001819,5089,1003,CSP1,PCBRICK,N,N,,Y,Y,2,2026-04-27T12:05:00,2026-04-27T13:22:00,77,119.89,Completed
JT11001820,JT11001820-1,WO701603,AP9001820,5044,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-23T08:06:00,2026-04-23T08:56:00,50,227.42,Completed
JT11001821,JT11001821-1,WO701604,AP9001821,5058,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-04-23T11:59:00,2026-04-23T13:36:00,97,175.74,Completed
JT11001822,JT11001822-1,WO701605,AP9001822,5098,1002,CSP1,PCCARP,N,Y,Tenant requesting extra work,N,N,1,2026-04-23T08:02:00,2026-04-23T09:34:00,92,113.99,Completed
