WorksOrderReference,ServiceRequestNo,PropertiesSK,ContractorSiteCode,JobPriorityCode,JobSORCode,JobType,NumberOfJobs,EstimatedCost,RepairNet,RepairVAT,RepairGross,InvoicedCost,InvoicedLabourCosts,InvoicedMaterialCosts,InvoicedSubcontractorCosts,InvoicedOverheadCosts,LabourHours,ServiceRequestReportedDatetime,WorksOrderRaisedDatetime,WorksOrderTargetDatetime,WorksOrderReportedCompleteDatetime,WorksOrderStatusCode,SLAStatus
WO701709,SR701709,5240,KPIF,Q,PCELEC,Responsive,1,228.00,239.40,47.88,287.28,234.61,129.04,82.11,0.00,23.46,3.80,2026-04-24T14:22:00,2026-04-24T14:22:00,2026-05-22T14:22:00,2026-05-05T07:22:00,Completed,Met
WO701710,SR701710,5277,KPIF,Q,PCPLAST,Responsive,1,193.12,202.78,40.56,243.34,198.72,109.30,69.55,0.00,19.87,3.22,2026-04-24T12:40:00,2026-04-24T12:40:00,2026-05-22T12:40:00,2026-05-18T02:40:00,Completed,Met
WO701711,SR701711,5209,PHJONESGAS,Q,PCBRICK,Responsive,1,296.84,311.68,62.34,374.02,305.45,30.55,45.82,198.54,30.54,4.95,2026-04-24T10:57:00,2026-04-24T10:57:00,2026-05-22T10:57:00,2026-05-07T21:57:00,Completed,Met
WO701712,SR701712,5242,KPIF,Q,PCTILE,Responsive,1,184.30,193.52,38.70,232.22,189.65,104.31,66.38,0.00,18.96,3.07,2026-04-24T11:06:00,2026-04-24T11:06:00,2026-05-22T11:06:00,2026-05-13T01:06:00,Completed,Met
WO701713,SR701713,5236,CCSS,Q,PCBRICK,Responsive,1,199.64,209.62,41.92,251.54,205.43,20.54,30.81,133.53,20.54,3.33,2026-04-24T10:06:00,2026-04-24T10:06:00,2026-05-22T10:06:00,2026-05-12T13:06:00,Completed,Met
WO701714,SR701714,5299,CCSS,U1,PCBRICK,Responsive,1,307.29,322.65,64.53,387.18,316.20,31.62,47.43,205.53,31.62,5.12,2026-04-24T13:07:00,2026-04-24T13:07:00,2026-04-26T13:07:00,2026-04-25T11:07:00,Completed,Met
WO701715,SR701715,5267,CCSS,U1,PCPLAST,Responsive,1,181.31,190.38,38.08,228.46,186.57,18.66,27.99,121.27,18.66,3.02,2026-04-24T10:59:00,2026-04-24T10:59:00,2026-04-26T10:59:00,2026-04-25T10:59:00,Completed,Met
WO701716,SR701716,5244,OPENVIEW,QEL,PCPLAST,Responsive,1,241.42,253.49,50.70,304.19,248.42,24.84,37.26,161.47,24.84,4.02,2026-04-24T11:41:00,2026-04-24T11:41:00,2026-05-08T11:41:00,2026-05-02T22:41:00,Completed,Met
WO701717,SR701717,5073,KPIF,Q,PCELEC,Responsive,1,270.55,284.08,56.82,340.90,278.40,153.12,97.44,0.00,27.84,4.51,2026-04-27T13:40:00,2026-04-27T13:40:00,2026-05-25T13:40:00,2026-05-16T22:40:00,Completed,Met
WO701718,SR701718,5071,KPIF,E,PCVINYL,Responsive,1,200.89,210.93,42.19,253.12,206.71,113.69,72.35,0.00,20.67,3.35,2026-04-27T10:40:00,2026-04-27T10:40:00,2026-04-28T10:40:00,2026-04-28T05:40:00,Completed,Met
WO701719,SR701719,5075,KPIF,Q,PCBRICK,Responsive,1,339.17,356.13,71.23,427.36,349.01,191.96,122.15,0.00,34.90,5.65,2026-04-27T10:46:00,2026-04-27T10:46:00,2026-05-25T10:46:00,2026-05-19T19:46:00,Completed,Met
WO701720,SR701720,5077,KPIF,Q,PCCARP,Responsive,1,192.77,202.41,40.48,242.89,198.36,109.10,69.43,0.00,19.84,3.21,2026-04-27T09:31:00,2026-04-27T09:31:00,2026-05-25T09:31:00,2026-05-16T00:31:00,Completed,Met
WO701721,SR701721,5007,KPIF,QEL,PCPLUMB,Responsive,1,235.05,246.80,49.36,296.16,241.86,133.02,84.65,0.00,24.19,3.92,2026-04-27T13:10:00,2026-04-27T13:10:00,2026-05-11T13:10:00,2026-05-04T12:10:00,Completed,Met
WO701722,SR701722,5096,BRADLEY,U1,PCVINYL,Responsive,1,227.07,238.42,47.68,286.10,233.65,23.37,35.05,151.87,23.36,3.78,2026-04-27T13:20:00,2026-04-27T13:20:00,2026-04-29T13:20:00,2026-04-28T22:20:00,Completed,Met
WO701723,SR701723,5093,KPIF,UEL,PCBRICK,Responsive,1,269.31,282.78,56.56,339.34,277.12,152.42,96.99,0.00,27.71,4.49,2026-04-27T10:22:00,2026-04-27T10:22:00,2026-04-28T10:22:00,2026-04-27T19:22:00,Completed,Met
WO701724,SR701724,5071,KPIF,QEL,PCFENCE,Responsive,1,236.91,248.76,49.75,298.51,243.78,134.08,85.32,0.00,24.38,3.95,2026-04-27T13:13:00,2026-04-27T13:13:00,2026-05-11T13:13:00,2026-05-01T20:13:00,Completed,Met
WO701725,SR701725,5050,KPIF,Q,PCTILE,Responsive,1,185.64,194.92,38.98,233.90,191.02,105.06,66.86,0.00,19.10,3.09,2026-04-27T09:52:00,2026-04-27T09:52:00,2026-05-25T09:52:00,2026-05-21T21:52:00,Completed,Met
WO701726,SR701726,5035,KPIF,U1,PCELEC,Responsive,1,311.05,326.60,65.32,391.92,320.07,176.04,112.02,0.00,32.01,5.18,2026-04-27T11:58:00,2026-04-27T11:58:00,2026-04-29T11:58:00,2026-04-28T17:58:00,Completed,Met
WO701727,SR701727,5023,KPIF,UEL,PCTILE,Responsive,1,195.38,205.15,41.03,246.18,201.05,110.58,70.37,0.00,20.10,3.26,2026-04-27T14:13:00,2026-04-27T14:13:00,2026-04-28T14:13:00,2026-04-28T02:13:00,Completed,Met
WO701728,SR701728,5050,KPIF,UEL,PCELEC,Responsive,1,287.57,301.95,60.39,362.34,295.91,162.75,103.57,0.00,29.59,4.79,2026-04-27T09:11:00,2026-04-27T09:11:00,2026-04-28T09:11:00,2026-04-27T19:11:00,Completed,Met
WO701729,SR701729,5050,CCSS,E,PCVINYL,Responsive,1,188.86,198.30,39.66,237.96,194.33,19.43,29.15,126.31,19.43,3.15,2026-04-27T10:15:00,2026-04-27T10:15:00,2026-04-28T10:15:00,2026-04-28T04:15:00,Completed,Met
WO701730,SR701730,5068,IHREPAIRS,UEL,PCFENCE,Responsive,1,315.26,331.02,66.20,397.22,324.40,178.42,113.54,0.00,32.44,5.25,2026-04-27T13:45:00,2026-04-27T13:45:00,2026-04-28T13:45:00,2026-04-27T23:45:00,Completed,Met
WO701731,SR701731,5019,CCSS,Q,PCCARP,Responsive,1,208.72,219.16,43.83,262.99,214.78,21.48,32.22,139.61,21.48,3.48,2026-04-27T11:43:00,2026-04-27T11:43:00,2026-05-25T11:43:00,2026-05-17T01:43:00,Completed,Met
WO701732,SR701732,5046,CCSS,UEL,PCVINYL,Responsive,1,275.78,289.57,57.91,347.48,283.78,28.38,42.57,184.46,28.38,4.60,2026-04-27T10:28:00,2026-04-27T10:28:00,2026-04-28T10:28:00,2026-04-27T17:28:00,Completed,Met
WO701733,SR701733,5088,KPIF,Q,PCTILE,Responsive,1,177.04,185.89,37.18,223.07,182.17,100.19,63.76,0.00,18.22,2.95,2026-04-27T08:41:00,2026-04-27T08:41:00,2026-05-25T08:41:00,2026-05-10T04:41:00,Completed,Met
WO701734,SR701734,5063,BRADLEY,Q,PCVINYL,Responsive,1,234.05,245.75,49.15,294.90,240.84,24.08,36.13,156.55,24.08,3.90,2026-04-27T09:15:00,2026-04-27T09:15:00,2026-05-25T09:15:00,2026-05-09T09:15:00,Completed,Met
WO701735,SR701735,5034,KPIF,U1,PCELEC,Responsive,1,210.00,220.50,44.10,264.60,216.09,118.85,75.63,0.00,21.61,3.50,2026-04-27T13:29:00,2026-04-27T13:29:00,2026-04-29T13:29:00,2026-04-28T09:29:00,Completed,Met
WO701736,SR701736,5005,CCSS,Q,PCVINYL,Responsive,1,197.56,207.44,41.49,248.93,203.29,20.33,30.49,132.14,20.33,3.29,2026-04-27T09:16:00,2026-04-27T09:16:00,2026-05-25T09:16:00,2026-05-13T07:16:00,Completed,Met
WO701737,SR701737,5071,IHREPAIRS,UEL,PCPLUMB,Responsive,1,250.45,262.97,52.59,315.56,257.71,141.74,90.20,0.00,25.77,4.17,2026-04-27T10:40:00,2026-04-27T10:40:00,2026-04-28T10:40:00,2026-04-27T20:40:00,Completed,Met
WO701738,SR701738,5036,KPIF,UEL,PCPLAST,Responsive,1,229.73,241.22,48.24,289.46,236.40,130.02,82.74,0.00,23.64,3.83,2026-04-27T12:56:00,2026-04-27T12:56:00,2026-04-28T12:56:00,2026-04-28T11:56:00,Completed,Met
WO701739,SR701739,5174,IHREPAIRS,UEL,PCPLAST,Responsive,1,183.79,192.98,38.60,231.58,189.12,104.02,66.19,0.00,18.91,3.06,2026-04-27T12:06:00,2026-04-27T12:06:00,2026-04-28T12:06:00,2026-04-28T05:06:00,Completed,Met
WO701740,SR701740,5126,KPIF,E,PCCARP,Responsive,1,168.08,176.48,35.30,211.78,172.95,95.12,60.53,0.00,17.29,2.80,2026-04-27T10:01:00,2026-04-27T10:01:00,2026-04-28T10:01:00,2026-04-27T16:01:00,Completed,Met
WO701741,SR701741,5148,BRADLEY,U1,PCPLAST,Responsive,1,168.91,177.36,35.47,212.83,173.81,17.38,26.07,112.98,17.38,2.82,2026-04-27T10:35:00,2026-04-27T10:35:00,2026-04-29T10:35:00,2026-04-28T16:35:00,Completed,Met
WO701742,SR701742,5135,IHREPAIRS,QEL,PCGROUND,Responsive,1,437.61,459.49,91.90,551.39,450.30,247.67,157.60,0.00,45.03,7.29,2026-04-27T08:59:00,2026-04-27T08:59:00,2026-05-11T08:59:00,2026-05-04T09:59:00,Completed,Met
WO701743,SR701743,5117,OPENVIEW,QEL,PCTILE,Responsive,1,128.61,135.04,27.01,162.05,132.34,13.23,19.85,86.02,13.23,2.14,2026-04-27T13:23:00,2026-04-27T13:23:00,2026-05-11T13:23:00,2026-05-06T14:23:00,Completed,Met
WO701744,SR701744,5191,KPIF,Q,PCCARP,Responsive,1,167.93,176.33,35.27,211.60,172.80,95.04,60.48,0.00,17.28,2.80,2026-04-27T13:40:00,2026-04-27T13:40:00,2026-05-25T13:40:00,2026-05-14T09:40:00,Completed,Met
WO701745,SR701745,5101,CCSS,Q,PCBRICK,Responsive,1,247.20,259.56,51.91,311.47,254.37,25.44,38.16,165.34,25.44,4.12,2026-04-27T14:16:00,2026-04-27T14:16:00,2026-05-25T14:16:00,2026-05-14T13:16:00,Completed,Met
WO701746,SR701746,5168,PHJONESGAS,QEL,PCELEC,Responsive,1,200.17,210.18,42.04,252.22,205.98,20.60,30.90,133.89,20.60,3.34,2026-04-27T11:31:00,2026-04-27T11:31:00,2026-05-11T11:31:00,2026-05-06T16:31:00,Completed,Met
WO701747,SR701747,5152,KPIF,Q,PCBRICK,Responsive,1,296.70,311.54,62.31,373.85,305.31,167.92,106.86,0.00,30.53,4.94,2026-04-27T12:47:00,2026-04-27T12:47:00,2026-05-25T12:47:00,,Open,Open
WO701748,SR701748,5110,KPIF,QEL,PCFENCE,Responsive,1,308.61,324.04,64.81,388.85,317.56,174.66,111.15,0.00,31.76,5.14,2026-04-27T12:01:00,2026-04-27T12:01:00,2026-05-11T12:01:00,,Open,Open
WO701749,SR701749,5163,KPIF,Q,PCTILE,Responsive,1,128.51,134.94,26.99,161.93,132.24,72.73,46.28,0.00,13.22,2.14,2026-04-27T13:56:00,2026-04-27T13:56:00,2026-05-25T13:56:00,2026-05-14T08:56:00,Completed,Met
WO701750,SR701750,5198,KPIF,Q,PCPLAST,Responsive,1,260.30,273.31,54.66,327.97,267.84,147.31,93.74,0.00,26.78,4.34,2026-04-27T10:35:00,2026-04-27T10:35:00,2026-05-25T10:35:00,2026-05-21T17:35:00,Completed,Met
WO701751,SR701751,5133,CCSS,Q,PCELEC,Responsive,1,224.83,236.07,47.21,283.28,231.35,23.14,34.70,150.38,23.13,3.75,2026-04-27T11:40:00,2026-04-27T11:40:00,2026-05-25T11:40:00,2026-05-18T21:40:00,Completed,Met
WO701752,SR701752,5107,BRADLEY,QEL,PCTILE,Responsive,1,169.13,177.59,35.52,213.11,174.04,17.40,26.11,113.13,17.40,2.82,2026-04-27T09:21:00,2026-04-27T09:21:00,2026-05-11T09:21:00,2026-05-05T12:21:00,Completed,Met
WO701753,SR701753,5150,KPIF,U1,PCVINYL,Responsive,1,216.37,227.19,45.44,272.63,222.65,122.46,77.93,0.00,22.26,3.61,2026-04-27T12:52:00,2026-04-27T12:52:00,2026-04-29T12:52:00,2026-04-28T14:52:00,Completed,Met
WO701754,SR701754,5162,KPIF,Q,PCCARP,Responsive,1,267.08,280.43,56.09,336.52,274.82,151.15,96.19,0.00,27.48,4.45,2026-04-27T12:49:00,2026-04-27T12:49:00,2026-05-25T12:49:00,2026-05-23T01:49:00,Completed,Met
WO701755,SR701755,5192,KPIF,UEL,PCGROUND,Responsive,1,357.97,375.87,75.17,451.04,368.35,202.59,128.92,0.00,36.83,5.97,2026-04-27T10:21:00,2026-04-27T10:21:00,2026-04-28T10:21:00,2026-04-27T21:21:00,Completed,Met
WO701756,SR701756,5143,KPIF,Q,PCELEC,Responsive,1,277.76,291.65,58.33,349.98,285.82,157.20,100.04,0.00,28.58,4.63,2026-04-27T11:38:00,2026-04-27T11:38:00,2026-05-25T11:38:00,2026-05-20T16:38:00,Completed,Met
WO701757,SR701757,5157,IHREPAIRS,Q,PCELEC,Responsive,1,185.69,194.97,38.99,233.96,191.07,105.09,66.87,0.00,19.11,3.09,2026-04-27T14:11:00,2026-04-27T14:11:00,2026-05-25T14:11:00,2026-05-16T00:11:00,Completed,Met
WO701758,SR701758,5109,KPIF,QEL,PCPLAST,Responsive,1,143.09,150.24,30.05,180.29,147.24,80.98,51.53,0.00,14.72,2.38,2026-04-27T14:08:00,2026-04-27T14:08:00,2026-05-11T14:08:00,2026-05-04T23:08:00,Completed,Met
WO701759,SR701759,5119,KPIF,QEL,PCPLAST,Responsive,1,224.03,235.23,47.05,282.28,230.53,126.79,80.69,0.00,23.05,3.73,2026-04-27T13:45:00,2026-04-27T13:45:00,2026-05-11T13:45:00,,Open,Open
WO701760,SR701760,5139,KPIF,QEL,PCPLUMB,Responsive,1,312.64,328.27,65.65,393.92,321.70,176.94,112.59,0.00,32.17,5.21,2026-04-27T13:21:00,2026-04-27T13:21:00,2026-05-11T13:21:00,2026-05-07T16:21:00,Completed,Met
WO701761,SR701761,5255,PHJONESGAS,Q,PCGROUND,Responsive,1,410.10,430.61,86.12,516.73,422.00,42.20,63.30,274.30,42.20,6.83,2026-04-27T10:17:00,2026-04-27T10:17:00,2026-05-25T10:17:00,2026-05-16T06:17:00,Completed,Met
WO701762,SR701762,5234,KPIF,QEL,PCELEC,Responsive,1,235.16,246.92,49.38,296.30,241.98,133.09,84.69,0.00,24.20,3.92,2026-04-27T09:54:00,2026-04-27T09:54:00,2026-05-11T09:54:00,2026-05-08T16:54:00,Completed,Met
WO701763,SR701763,5259,PHJONESGAS,Q,PCFENCE,Responsive,1,269.29,282.75,56.55,339.30,277.09,27.71,41.56,180.11,27.71,4.49,2026-04-27T12:30:00,2026-04-27T12:30:00,2026-05-25T12:30:00,2026-05-18T11:30:00,Completed,Met
WO701764,SR701764,5295,KPIF,Q,PCFENCE,Responsive,1,196.77,206.61,41.32,247.93,202.48,111.36,70.87,0.00,20.25,3.28,2026-04-27T09:49:00,2026-04-27T09:49:00,2026-05-25T09:49:00,2026-05-08T22:49:00,Completed,Met
WO701765,SR701765,5288,CCSS,QEL,PCBRICK,Responsive,1,332.08,348.68,69.74,418.42,341.71,34.17,51.26,222.11,34.17,5.53,2026-04-27T10:35:00,2026-04-27T10:35:00,2026-05-11T10:35:00,2026-05-05T21:35:00,Completed,Met
WO701766,SR701766,5243,PHJONESGAS,UEL,PCGROUND,Responsive,1,441.28,463.34,92.67,556.01,454.07,45.41,68.11,295.15,45.41,7.35,2026-04-27T11:57:00,2026-04-27T11:57:00,2026-04-28T11:57:00,2026-04-28T07:57:00,Completed,Met
WO701767,SR701767,5233,IHREPAIRS,QEL,PCCARP,Responsive,1,163.31,171.48,34.30,205.78,168.05,92.43,58.82,0.00,16.80,2.72,2026-04-27T10:22:00,2026-04-27T10:22:00,2026-05-11T10:22:00,2026-05-07T08:22:00,Completed,Met
WO701768,SR701768,5213,KPIF,Q,PCGROUND,Responsive,1,442.15,464.26,92.85,557.11,454.97,250.23,159.24,0.00,45.50,7.37,2026-04-27T11:54:00,2026-04-27T11:54:00,2026-05-25T11:54:00,2026-05-09T20:54:00,Completed,Met
WO701769,SR701769,5221,IHREPAIRS,QEL,PCELEC,Responsive,1,252.83,265.47,53.09,318.56,260.16,143.09,91.06,0.00,26.02,4.21,2026-04-27T11:10:00,2026-04-27T11:10:00,2026-05-11T11:10:00,2026-05-06T17:10:00,Completed,Met
WO701770,SR701770,5256,PHJONESGAS,Q,PCPLAST,Responsive,1,193.10,202.75,40.55,243.30,198.69,19.87,29.80,129.15,19.87,3.22,2026-04-27T11:20:00,2026-04-27T11:20:00,2026-05-25T11:20:00,2026-05-16T20:20:00,Completed,Met
WO701771,SR701771,5263,KPIF,Q,PCVINYL,Responsive,1,272.96,286.61,57.32,343.93,280.88,154.48,98.31,0.00,28.09,4.55,2026-04-27T10:30:00,2026-04-27T10:30:00,2026-05-25T10:30:00,2026-05-12T11:30:00,Completed,Met
WO701772,SR701772,5221,OPENVIEW,Q,PCFENCE,Responsive,1,324.34,340.56,68.11,408.67,333.75,33.38,50.06,216.94,33.37,5.41,2026-04-27T09:21:00,2026-04-27T09:21:00,2026-05-25T09:21:00,,Open,Open
WO701773,SR701773,5270,KPIF,Q,PCVINYL,Responsive,1,121.58,127.66,25.53,153.19,125.11,68.81,43.79,0.00,12.51,2.03,2026-04-27T14:27:00,2026-04-27T14:27:00,2026-05-25T14:27:00,,Open,Open
WO701774,SR701774,5223,PHJONESGAS,U1,PCPLUMB,Responsive,1,152.89,160.53,32.11,192.64,157.32,15.73,23.60,102.26,15.73,2.55,2026-04-27T11:37:00,2026-04-27T11:37:00,2026-04-29T11:37:00,2026-04-28T06:37:00,Completed,Met
WO701775,SR701775,5286,BRADLEY,E,PCCARP,Responsive,1,243.74,255.93,51.19,307.12,250.81,25.08,37.62,163.03,25.08,4.06,2026-04-27T11:19:00,2026-04-27T11:19:00,2026-04-28T11:19:00,2026-04-28T14:19:00,Completed,Breached
WO701776,SR701776,5206,KPIF,QEL,PCPLUMB,Responsive,1,191.46,201.03,40.21,241.24,197.01,108.36,68.95,0.00,19.70,3.19,2026-04-27T09:57:00,2026-04-27T09:57:00,2026-05-11T09:57:00,2026-05-09T22:57:00,Completed,Met
WO701777,SR701777,5235,IHREPAIRS,Q,PCBRICK,Responsive,1,340.62,357.65,71.53,429.18,350.50,192.78,122.67,0.00,35.05,5.68,2026-04-27T13:43:00,2026-04-27T13:43:00,2026-05-25T13:43:00,2026-05-13T21:43:00,Completed,Met
WO701778,SR701778,5234,CCSS,Q,PCPLAST,Responsive,1,200.58,210.61,42.12,252.73,206.40,20.64,30.96,134.16,20.64,3.34,2026-04-27T09:19:00,2026-04-27T09:19:00,2026-05-25T09:19:00,2026-05-10T04:19:00,Completed,Met
WO701779,SR701779,5251,CCSS,Q,PCFENCE,Responsive,1,326.61,342.94,68.59,411.53,336.08,33.61,50.41,218.45,33.61,5.44,2026-04-27T12:21:00,2026-04-27T12:21:00,2026-05-25T12:21:00,2026-05-10T02:21:00,Completed,Met
WO701780,SR701780,5291,BRADLEY,Q,PCVINYL,Responsive,1,196.45,206.27,41.25,247.52,202.14,20.21,30.32,131.39,20.21,3.27,2026-04-27T11:08:00,2026-04-27T11:08:00,2026-05-25T11:08:00,2026-05-12T07:08:00,Completed,Met
WO701781,SR701781,5291,KPIF,E,PCPLAST,Responsive,1,302.55,317.68,63.54,381.22,311.33,171.23,108.97,0.00,31.13,5.04,2026-04-27T09:30:00,2026-04-27T09:30:00,2026-04-28T09:30:00,2026-04-28T09:30:00,Completed,Met
WO701782,SR701782,5293,KPIF,UEL,PCCARP,Responsive,1,155.35,163.12,32.62,195.74,159.86,87.92,55.95,0.00,15.99,2.59,2026-04-27T11:13:00,2026-04-27T11:13:00,2026-04-28T11:13:00,2026-04-27T18:13:00,Completed,Met
WO701783,SR701783,5016,KPIF,Q,PCGROUND,Responsive,1,344.22,361.43,72.29,433.72,354.20,194.81,123.97,0.00,35.42,5.74,2026-04-28T10:17:00,2026-04-28T10:17:00,2026-05-26T10:17:00,2026-05-21T16:17:00,Completed,Met
WO701784,SR701784,5051,KPIF,Q,PCTILE,Responsive,1,193.70,203.38,40.68,244.06,199.31,109.62,69.76,0.00,19.93,3.23,2026-04-28T10:39:00,2026-04-28T10:39:00,2026-05-26T10:39:00,2026-05-07T08:39:00,Completed,Met
WO701785,SR701785,5051,OPENVIEW,Q,PCFENCE,Responsive,1,173.51,182.19,36.44,218.63,178.55,17.86,26.78,116.06,17.85,2.89,2026-04-28T12:06:00,2026-04-28T12:06:00,2026-05-26T12:06:00,2026-05-07T14:06:00,Completed,Met
WO701786,SR701786,5090,CCSS,E,PCPLAST,Responsive,1,220.99,232.04,46.41,278.45,227.40,22.74,34.11,147.81,22.74,3.68,2026-04-28T10:38:00,2026-04-28T10:38:00,2026-04-29T10:38:00,2026-04-28T19:38:00,Completed,Met
WO701787,SR701787,5019,KPIF,QEL,PCPLUMB,Responsive,1,241.02,253.07,50.61,303.68,248.01,136.41,86.80,0.00,24.80,4.02,2026-04-28T13:39:00,2026-04-28T13:39:00,2026-05-12T13:39:00,2026-05-04T16:39:00,Completed,Met
WO701788,SR701788,5024,KPIF,E,PCVINYL,Responsive,1,151.01,158.56,31.71,190.27,155.39,85.46,54.39,0.00,15.54,2.52,2026-04-28T11:34:00,2026-04-28T11:34:00,2026-04-29T11:34:00,2026-04-28T23:34:00,Completed,Met
WO701789,SR701789,5001,OPENVIEW,Q,PCCARP,Responsive,1,197.49,207.36,41.47,248.83,203.21,20.32,30.48,132.09,20.32,3.29,2026-04-28T12:46:00,2026-04-28T12:46:00,2026-05-26T12:46:00,2026-05-16T05:46:00,Completed,Met
WO701790,SR701790,5095,KPIF,UEL,PCGROUND,Responsive,1,405.93,426.23,85.25,511.48,417.71,229.74,146.20,0.00,41.77,6.77,2026-04-28T13:00:00,2026-04-28T13:00:00,2026-04-29T13:00:00,2026-04-29T10:00:00,Completed,Met
WO701791,SR701791,5056,CCSS,Q,PCPLUMB,Responsive,1,381.75,400.84,80.17,481.01,392.82,39.28,58.92,255.33,39.28,6.36,2026-04-28T13:10:00,2026-04-28T13:10:00,2026-05-26T13:10:00,2026-05-10T14:10:00,Completed,Met
WO701792,SR701792,5037,IHREPAIRS,E,PCFENCE,Responsive,1,296.49,311.31,62.26,373.57,305.08,167.79,106.78,0.00,30.51,4.94,2026-04-28T09:02:00,2026-04-28T09:02:00,2026-04-29T09:02:00,2026-04-28T13:02:00,Completed,Met
WO701793,SR701793,5078,OPENVIEW,QEL,PCTILE,Responsive,1,167.63,176.01,35.20,211.21,172.49,17.25,25.87,112.12,17.25,2.79,2026-04-28T10:24:00,2026-04-28T10:24:00,2026-05-12T10:24:00,2026-05-04T13:24:00,Completed,Met
WO701794,SR701794,5005,IHREPAIRS,Q,PCTILE,Responsive,1,195.26,205.02,41.00,246.02,200.92,110.51,70.32,0.00,20.09,3.25,2026-04-28T11:52:00,2026-04-28T11:52:00,2026-05-26T11:52:00,,Open,Open
WO701795,SR701795,5058,KPIF,Q,PCTILE,Responsive,1,138.21,145.12,29.02,174.14,142.22,78.22,49.78,0.00,14.22,2.30,2026-04-28T09:08:00,2026-04-28T09:08:00,2026-05-26T09:08:00,2026-05-16T14:08:00,Completed,Met
WO701796,SR701796,5070,BRADLEY,E,PCVINYL,Responsive,1,154.14,161.85,32.37,194.22,158.61,15.86,23.79,103.10,15.86,2.57,2026-04-28T13:57:00,2026-04-28T13:57:00,2026-04-29T13:57:00,2026-04-29T05:57:00,Completed,Met
WO701797,SR701797,5064,IHREPAIRS,Q,PCTILE,Responsive,1,108.18,113.59,22.72,136.31,111.32,61.23,38.96,0.00,11.13,1.80,2026-04-28T09:29:00,2026-04-28T09:29:00,2026-05-26T09:29:00,2026-05-23T00:29:00,Completed,Met
WO701798,SR701798,5093,IHREPAIRS,U1,PCFENCE,Responsive,1,261.15,274.21,54.84,329.05,268.73,147.80,94.06,0.00,26.87,4.35,2026-04-28T08:37:00,2026-04-28T08:37:00,2026-04-30T08:37:00,2026-04-29T11:37:00,Completed,Met
WO701799,SR701799,5062,BRADLEY,U1,PCPLUMB,Responsive,1,271.37,284.94,56.99,341.93,279.24,27.92,41.89,181.51,27.92,4.52,2026-04-28T10:42:00,2026-04-28T10:42:00,2026-04-30T10:42:00,2026-04-29T18:42:00,Completed,Met
WO701800,SR701800,5021,KPIF,U1,PCVINYL,Responsive,1,187.45,196.82,39.36,236.18,192.88,106.08,67.51,0.00,19.29,3.12,2026-04-28T09:19:00,2026-04-28T09:19:00,2026-04-30T09:19:00,2026-04-29T14:19:00,Completed,Met
WO701801,SR701801,5089,KPIF,Q,PCGROUND,Responsive,1,306.67,322.00,64.40,386.40,315.56,173.56,110.45,0.00,31.56,5.11,2026-04-28T09:49:00,2026-04-28T09:49:00,2026-05-26T09:49:00,,Open,Open
WO701802,SR701802,5031,CCSS,QEL,PCCARP,Responsive,1,176.55,185.38,37.08,222.46,181.67,18.17,27.25,118.09,18.17,2.94,2026-04-28T10:48:00,2026-04-28T10:48:00,2026-05-12T10:48:00,2026-05-08T03:48:00,Completed,Met
WO701803,SR701803,5016,CCSS,QEL,PCGROUND,Responsive,1,404.28,424.49,84.90,509.39,416.00,41.60,62.40,270.40,41.60,6.74,2026-04-28T12:28:00,2026-04-28T12:28:00,2026-05-12T12:28:00,2026-05-03T16:28:00,Completed,Met
WO701804,SR701804,5011,KPIF,QEL,PCFENCE,Responsive,1,220.68,231.71,46.34,278.05,227.08,124.89,79.48,0.00,22.71,3.68,2026-04-28T11:48:00,2026-04-28T11:48:00,2026-05-12T11:48:00,2026-05-08T01:48:00,Completed,Met
WO701805,SR701805,5103,KPIF,NG,PCCARP,Responsive,1,230.34,241.86,48.37,290.23,237.02,130.36,82.96,0.00,23.70,3.84,2026-04-28T11:25:00,2026-04-28T11:25:00,2026-05-12T11:25:00,2026-05-09T14:25:00,Completed,Met
WO701806,SR701806,5162,OPENVIEW,E,PCFENCE,Responsive,1,316.59,332.42,66.48,398.90,325.77,32.58,48.87,211.75,32.58,5.28,2026-04-28T12:11:00,2026-04-28T12:11:00,2026-04-29T12:11:00,2026-04-29T06:11:00,Completed,Met
WO701807,SR701807,5128,IHREPAIRS,U1,PCPLAST,Responsive,1,186.60,195.93,39.19,235.12,192.01,105.61,67.20,0.00,19.20,3.11,2026-04-28T13:30:00,2026-04-28T13:30:00,2026-04-30T13:30:00,2026-04-29T17:30:00,Completed,Met
WO701808,SR701808,5130,KPIF,Q,PCELEC,Responsive,1,235.66,247.44,49.49,296.93,242.49,133.37,84.87,0.00,24.25,3.93,2026-04-28T11:14:00,2026-04-28T11:14:00,2026-05-26T11:14:00,,Open,Open
WO701809,SR701809,5158,KPIF,E,PCTILE,Responsive,1,143.20,150.36,30.07,180.43,147.35,81.04,51.57,0.00,14.73,2.39,2026-04-28T14:10:00,2026-04-28T14:10:00,2026-04-29T14:10:00,2026-04-29T10:10:00,Completed,Met
WO701810,SR701810,5101,KPIF,QEL,PCFENCE,Responsive,1,243.75,255.94,51.19,307.13,250.82,137.95,87.79,0.00,25.08,4.06,2026-04-28T09:19:00,2026-04-28T09:19:00,2026-05-12T09:19:00,2026-05-03T19:19:00,Completed,Met
