AppointmentReference,WorksOrderReference,PropertiesSK,EmployeesSK,PatchCode,AppointmentSlot,ScheduledAppointmentStart,ScheduledAppointmentEnd,AttendanceStartDateTime,AppointmentAttendedWithinSlot,AppointmentStatus,AppointmentSequence,StandardMinuteValue
AP9001785,WO701568,5279,1011,CSP4,PM,2026-04-22T12:00:00,2026-04-22T16:00:00,2026-04-22T11:52:00,N,Completed,1,92
AP9001786,WO701569,5225,1014,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T08:10:00,Y,Completed,1,67
AP9001787,WO701570,5223,1011,CSP4,PM,2026-04-22T12:00:00,2026-04-22T16:00:00,2026-04-22T12:15:00,Y,Completed,1,44
AP9001788,WO701571,5209,1014,CSP4,All Day,2026-04-22T08:00:00,2026-04-22T16:00:00,2026-04-22T08:06:00,Y,Completed,1,65
AP9001789,WO701572,5232,1013,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T08:00:00,Y,Completed,1,78
AP9001790,WO701574,5214,1011,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T08:17:00,Y,Completed,1,27
AP9001791,WO701575,5229,1012,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T08:19:00,Y,Completed,1,78
AP9001792,WO701576,5250,1012,CSP4,All Day,2026-04-22T08:00:00,2026-04-22T16:00:00,2026-04-22T08:13:00,Y,Completed,1,65
AP9001793,WO701576,5250,1012,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:02:00,Y,Completed,2,90
AP9001794,WO701577,5282,1014,CSP4,PM,2026-04-22T12:00:00,2026-04-22T16:00:00,2026-04-22T12:10:00,Y,Completed,1,78
AP9001795,WO701579,5239,1013,CSP4,All Day,2026-04-22T08:00:00,2026-04-22T16:00:00,2026-04-22T07:50:00,N,Completed,1,49
AP9001796,WO701580,5281,1013,CSP4,All Day,2026-04-22T08:00:00,2026-04-22T16:00:00,2026-04-22T07:53:00,N,Completed,1,25
AP9001797,WO701581,5260,1012,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T08:02:00,Y,Completed,1,69
AP9001798,WO701582,5225,1013,CSP4,PM,2026-04-22T12:00:00,2026-04-22T16:00:00,2026-04-22T12:13:00,Y,Completed,1,78
AP9001799,WO701583,5253,1012,CSP4,AM,2026-04-22T08:00:00,2026-04-22T12:00:00,2026-04-22T07:53:00,N,Completed,1,100
AP9001800,WO701584,5300,1012,CSP4,All Day,2026-04-22T08:00:00,2026-04-22T16:00:00,2026-04-22T08:06:00,Y,Completed,1,72
AP9001801,WO701584,5300,1012,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:54:00,N,Completed,2,87
AP9001802,WO701585,5056,1003,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:17:00,Y,Completed,1,58
AP9001803,WO701586,5096,1002,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:11:00,Y,Completed,1,98
AP9001804,WO701586,5096,1002,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T07:50:00,N,Completed,2,82
AP9001805,WO701587,5095,1001,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:53:00,N,Completed,1,75
AP9001806,WO701588,5005,1002,CSP1,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:53:00,N,Completed,1,55
AP9001807,WO701590,5080,1002,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:55:00,N,Completed,1,20
AP9001808,WO701591,5072,1002,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:57:00,N,Completed,1,68
AP9001809,WO701592,5072,1003,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:16:00,Y,Completed,1,99
AP9001810,WO701593,5085,1002,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:55:00,N,Completed,1,45
AP9001811,WO701594,5022,1003,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:09:00,Y,Completed,1,33
AP9001812,WO701596,5018,1004,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:56:00,N,Completed,1,90
AP9001813,WO701597,5082,1001,CSP1,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:15:00,Y,Completed,1,54
AP9001814,WO701598,5080,1004,CSP1,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:11:00,Y,Completed,1,63
AP9001815,WO701599,5004,1002,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:11:00,Y,Completed,1,43
AP9001816,WO701600,5056,1004,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:01:00,Y,Completed,1,59
AP9001817,WO701601,5017,1001,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:12:00,Y,Completed,1,85
AP9001818,WO701602,5089,1003,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:08:00,Y,Completed,1,97
AP9001819,WO701602,5089,1003,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:05:00,Y,Completed,2,77
AP9001820,WO701603,5044,1002,CSP1,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:06:00,Y,Completed,1,50
AP9001821,WO701604,5058,1004,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:59:00,N,Completed,1,97
AP9001822,WO701605,5098,1002,CSP1,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:02:00,Y,Completed,1,92
AP9001823,WO701605,5098,1002,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:01:00,Y,Completed,2,102
AP9001824,WO701606,5010,1003,CSP1,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:03:00,Y,Completed,1,118
AP9001825,WO701607,5181,1007,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:56:00,N,Completed,1,39
AP9001826,WO701608,5126,1009,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:14:00,Y,Completed,1,60
AP9001827,WO701609,5107,1008,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:57:00,N,Completed,1,84
AP9001828,WO701610,5178,1009,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:19:00,Y,Completed,1,88
AP9001829,WO701610,5178,1009,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:59:00,N,Completed,2,97
AP9001830,WO701611,5101,1009,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:12:00,Y,Completed,1,92
AP9001831,WO701612,5116,1007,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:10:00,Y,Completed,1,95
AP9001832,WO701612,5116,1007,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:20:00,Y,Completed,2,65
AP9001833,WO701613,5177,1009,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:00:00,Y,Completed,1,48
AP9001834,WO701614,5101,1006,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:15:00,Y,Completed,1,74
AP9001835,WO701615,5180,1007,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:08:00,Y,Completed,1,39
AP9001836,WO701616,5176,1006,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:53:00,N,Completed,1,81
AP9001837,WO701617,5146,1007,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:20:00,Y,Completed,1,63
AP9001838,WO701618,5176,1007,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:04:00,Y,Completed,1,74
AP9001839,WO701618,5176,1007,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:57:00,N,Completed,2,119
AP9001840,WO701619,5152,1009,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:05:00,Y,Completed,1,81
AP9001841,WO701620,5104,1006,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:58:00,N,Completed,1,49
AP9001842,WO701621,5185,1006,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:18:00,Y,Completed,1,69
AP9001843,WO701622,5144,1008,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:56:00,N,Completed,1,126
AP9001844,WO701623,5125,1009,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:08:00,Y,Completed,1,121
AP9001845,WO701623,5125,1009,CSP2,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:15:00,Y,Completed,2,78
AP9001846,WO701624,5108,1008,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:13:00,Y,Completed,1,50
AP9001847,WO701625,5167,1007,CSP2,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:16:00,Y,Completed,1,68
AP9001848,WO701626,5140,1007,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:53:00,N,Completed,1,53
AP9001849,WO701627,5117,1008,CSP2,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:56:00,N,Completed,1,49
AP9001850,WO701628,5142,1006,CSP2,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:53:00,N,Completed,1,94
AP9001851,WO701629,5272,1014,CSP4,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:19:00,Y,Completed,1,59
AP9001852,WO701631,5266,1014,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:11:00,Y,Completed,1,88
AP9001853,WO701632,5294,1012,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:00:00,Y,Completed,1,77
AP9001854,WO701633,5300,1014,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:55:00,N,Completed,1,86
AP9001855,WO701634,5219,1011,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:02:00,Y,Completed,1,78
AP9001856,WO701635,5283,1011,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:56:00,N,Completed,1,56
AP9001857,WO701636,5268,1013,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:56:00,N,Completed,1,38
AP9001858,WO701637,5227,1012,CSP4,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T07:58:00,N,No Access,1,80
AP9001859,WO701637,5227,1012,CSP4,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:15:00,Y,Completed,2,81
AP9001860,WO701638,5219,1013,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:13:00,Y,Completed,1,79
AP9001861,WO701639,5259,1011,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:05:00,Y,Completed,1,69
AP9001862,WO701640,5216,1011,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:02:00,Y,Completed,1,70
AP9001863,WO701640,5216,1011,CSP4,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:08:00,Y,Completed,2,56
AP9001864,WO701641,5204,1011,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:17:00,Y,Completed,1,47
AP9001865,WO701642,5242,1012,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:54:00,N,Completed,1,28
AP9001866,WO701643,5214,1014,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:02:00,Y,Completed,1,66
AP9001867,WO701644,5253,1011,CSP4,All Day,2026-04-23T08:00:00,2026-04-23T16:00:00,2026-04-23T08:20:00,Y,Completed,1,99
AP9001868,WO701644,5253,1011,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:59:00,N,Completed,2,51
AP9001869,WO701645,5289,1012,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:06:00,Y,Completed,1,121
AP9001870,WO701646,5234,1013,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T07:51:00,N,Completed,1,39
AP9001871,WO701647,5262,1012,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:03:00,Y,Completed,1,101
AP9001872,WO701648,5250,1011,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T12:16:00,Y,Completed,1,85
AP9001873,WO701648,5250,1011,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:56:00,N,Completed,2,96
AP9001874,WO701649,5209,1014,CSP4,AM,2026-04-23T08:00:00,2026-04-23T12:00:00,2026-04-23T08:17:00,Y,Completed,1,63
AP9001875,WO701650,5275,1011,CSP4,PM,2026-04-23T12:00:00,2026-04-23T16:00:00,2026-04-23T11:53:00,N,Completed,1,78
AP9001876,WO701651,5096,1003,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:54:00,N,Completed,1,87
AP9001877,WO701652,5043,1004,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:17:00,Y,Completed,1,141
AP9001878,WO701653,5084,1001,CSP1,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:52:00,N,Completed,1,76
AP9001879,WO701654,5027,1004,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:59:00,N,Completed,1,52
AP9001880,WO701655,5039,1001,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:56:00,N,Completed,1,124
AP9001881,WO701655,5039,1001,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:17:00,Y,Completed,2,46
AP9001882,WO701656,5066,1004,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:09:00,Y,Completed,1,73
AP9001883,WO701657,5050,1001,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:19:00,Y,Completed,1,61
AP9001884,WO701658,5086,1004,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:15:00,Y,Completed,1,58
AP9001885,WO701658,5086,1004,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T11:55:00,N,Completed,2,75
AP9001886,WO701659,5036,1001,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:12:00,Y,Completed,1,89
AP9001887,WO701661,5099,1003,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:00:00,Y,Completed,1,106
AP9001888,WO701662,5027,1002,CSP1,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:52:00,N,Completed,1,85
AP9001889,WO701663,5023,1003,CSP1,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:00:00,Y,Completed,1,85
AP9001890,WO701664,5035,1004,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:59:00,N,Completed,1,94
AP9001891,WO701665,5004,1001,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:10:00,Y,Completed,1,66
AP9001892,WO701665,5004,1001,CSP1,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:19:00,Y,Completed,2,114
AP9001893,WO701666,5085,1003,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:06:00,Y,Completed,1,95
AP9001894,WO701667,5086,1003,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:08:00,Y,Completed,1,62
AP9001895,WO701668,5073,1002,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:50:00,N,Completed,1,134
AP9001896,WO701668,5073,1002,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:13:00,Y,Completed,2,122
AP9001897,WO701669,5012,1004,CSP1,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:20:00,Y,Completed,1,61
AP9001898,WO701670,5070,1003,CSP1,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:17:00,Y,Completed,1,53
AP9001899,WO701671,5045,1004,CSP1,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:13:00,Y,Completed,1,51
AP9001900,WO701671,5045,1004,CSP1,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:14:00,Y,Completed,2,81
AP9001901,WO701672,5012,1004,CSP1,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:50:00,N,Completed,1,72
AP9001902,WO701673,5188,1006,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:59:00,N,Completed,1,125
AP9001903,WO701674,5196,1008,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:16:00,Y,No Access,1,87
AP9001904,WO701674,5196,1008,CSP2,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:06:00,Y,Completed,2,147
AP9001905,WO701675,5115,1009,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:58:00,N,Completed,1,112
AP9001906,WO701676,5122,1006,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:50:00,N,Completed,1,84
AP9001907,WO701677,5171,1009,CSP2,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:07:00,Y,Completed,1,93
AP9001908,WO701677,5171,1009,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:05:00,Y,Completed,2,82
AP9001909,WO701679,5165,1007,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:05:00,Y,Completed,1,61
AP9001910,WO701680,5127,1006,CSP2,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:17:00,Y,Completed,1,83
AP9001911,WO701681,5124,1007,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:57:00,N,No Access,1,83
AP9001912,WO701681,5124,1007,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:07:00,Y,Completed,2,86
AP9001913,WO701682,5190,1006,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:58:00,N,Completed,1,25
AP9001914,WO701683,5179,1008,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:08:00,Y,Completed,1,84
AP9001915,WO701684,5150,1006,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:58:00,N,Completed,1,108
AP9001916,WO701685,5163,1009,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:15:00,Y,Completed,1,97
AP9001917,WO701686,5193,1008,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:12:00,Y,Completed,1,89
AP9001918,WO701687,5171,1008,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:00:00,Y,Completed,1,87
AP9001919,WO701688,5104,1009,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:55:00,N,Completed,1,54
AP9001920,WO701688,5104,1009,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:15:00,Y,Completed,2,48
AP9001921,WO701689,5169,1008,CSP2,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:10:00,Y,Completed,1,96
AP9001922,WO701689,5169,1008,CSP2,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:07:00,Y,Completed,2,65
AP9001923,WO701690,5121,1009,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:57:00,N,Completed,1,96
AP9001924,WO701690,5121,1009,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:50:00,N,Completed,2,97
AP9001925,WO701692,5124,1006,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:59:00,N,Completed,1,92
AP9001926,WO701692,5124,1006,CSP2,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:09:00,Y,Completed,2,68
AP9001927,WO701693,5115,1007,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:14:00,Y,Completed,1,122
AP9001928,WO701694,5190,1009,CSP2,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:03:00,Y,Completed,1,43
AP9001929,WO701695,5205,1013,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:18:00,Y,No Access,1,53
AP9001930,WO701695,5205,1013,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:52:00,N,Completed,2,52
AP9001931,WO701696,5246,1012,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:02:00,Y,Completed,1,79
AP9001932,WO701697,5286,1011,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:57:00,N,Completed,1,97
AP9001933,WO701697,5286,1011,CSP4,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:08:00,Y,Completed,2,80
AP9001934,WO701698,5285,1014,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:19:00,Y,Completed,1,38
AP9001935,WO701699,5290,1012,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:02:00,Y,Completed,1,55
AP9001936,WO701699,5290,1012,CSP4,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:07:00,Y,Completed,2,64
AP9001937,WO701700,5202,1013,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:15:00,Y,Completed,1,52
AP9001938,WO701701,5261,1011,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:14:00,Y,Completed,1,98
AP9001939,WO701702,5210,1011,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:09:00,Y,Completed,1,106
AP9001940,WO701703,5210,1013,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:18:00,Y,Completed,1,67
AP9001941,WO701704,5208,1014,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:02:00,Y,Completed,1,82
AP9001942,WO701705,5251,1014,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T07:57:00,N,Completed,1,78
AP9001943,WO701707,5209,1013,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:04:00,Y,Completed,1,83
AP9001944,WO701708,5236,1014,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:52:00,N,Completed,1,68
AP9001945,WO701709,5240,1014,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:07:00,Y,Completed,1,58
AP9001946,WO701709,5240,1014,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T07:54:00,N,Completed,2,126
AP9001947,WO701710,5277,1011,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:58:00,N,Completed,1,88
AP9001948,WO701711,5209,1012,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T08:09:00,Y,Completed,1,112
AP9001949,WO701712,5242,1013,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:59:00,N,No Access,1,28
AP9001950,WO701712,5242,1013,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:00:00,Y,Completed,2,86
AP9001951,WO701713,5236,1011,CSP4,All Day,2026-04-24T08:00:00,2026-04-24T16:00:00,2026-04-24T07:59:00,N,No Access,1,66
AP9001952,WO701713,5236,1011,CSP4,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:18:00,Y,Completed,2,58
AP9001953,WO701714,5299,1012,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T12:06:00,Y,Completed,1,81
AP9001954,WO701715,5267,1012,CSP4,PM,2026-04-24T12:00:00,2026-04-24T16:00:00,2026-04-24T11:53:00,N,Completed,1,75
AP9001955,WO701716,5244,1013,CSP4,AM,2026-04-24T08:00:00,2026-04-24T12:00:00,2026-04-24T08:20:00,Y,Completed,1,98
AP9001956,WO701717,5073,1003,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T12:04:00,Y,Completed,1,50
AP9001957,WO701718,5071,1001,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T11:55:00,N,Completed,1,91
AP9001958,WO701719,5075,1002,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T11:55:00,N,Completed,1,47
AP9001959,WO701720,5077,1001,CSP1,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:14:00,Y,Completed,1,83
AP9001960,WO701721,5007,1003,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:09:00,Y,Completed,1,110
AP9001961,WO701722,5096,1002,CSP1,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:17:00,Y,Completed,1,106
AP9001962,WO701723,5093,1002,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T08:02:00,Y,Completed,1,92
AP9001963,WO701723,5093,1002,CSP1,AM,2026-04-29T08:00:00,2026-04-29T12:00:00,2026-04-29T07:58:00,N,Completed,2,121
AP9001964,WO701724,5071,1004,CSP1,AM,2026-04-27T08:00:00,2026-04-27T12:00:00,2026-04-27T08:18:00,Y,Completed,1,80
AP9001965,WO701725,5050,1001,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T11:55:00,N,Completed,1,20
AP9001966,WO701725,5050,1001,CSP1,All Day,2026-04-29T08:00:00,2026-04-29T16:00:00,2026-04-29T07:54:00,N,Completed,2,80
AP9001967,WO701726,5035,1001,CSP1,PM,2026-04-27T12:00:00,2026-04-27T16:00:00,2026-04-27T11:52:00,N,No Access,1,48
AP9001968,WO701726,5035,1001,CSP1,AM,2026-04-29T08:00:00,2026-04-29T12:00:00,2026-04-29T08:18:00,Y,Completed,2,92
AP9001969,WO701727,5023,1002,CSP1,All Day,2026-04-27T08:00:00,2026-04-27T16:00:00,2026-04-27T07:55:00,N,Completed,1,94
